title,creator,date,description,subject,location,latitude,longitude,source,objectid,type,format,language,rights,rightsstatement,reference_url,filename
Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,Beyza Topuz Demir,mg-307,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=307,mg-307.jpg
Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,Beyza Topuz Demir,mg-308,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=308,mg-308.jpg
Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,Beyza Topuz Demir,mg-309,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=309,mg-309.jpg
Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,Beyza Topuz Demir,mg-310,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=310,mg-310.jpg
Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,Beyza Topuz Demir,mg-311,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=311,mg-311.jpg
İstanbul Şehir Üniversitesi,Digital Ottoman Studies,2016,İstanbul Şehir Üniversitesi,Portre,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Beyza Topuz Demir,mg-313,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=313,mg-313.jpg
Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,Sakarya Üniversitesi,mg-314,Görüntü,image/jpg,tr,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,,https://digitalottomans.github.io/demo/item.html?id=314,mg-314.jpg
Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,Sakarya Üniversitesi,mg-315,Görüntü,image/jpg,tr,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,,https://digitalottomans.github.io/demo/item.html?id=315,mg-315.jpg
Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,Sakarya Üniversitesi,mg-316,Görüntü,image/jpg,tr,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,,https://digitalottomans.github.io/demo/item.html?id=316,mg-316.jpg
İstanbul Şehir Üniversitesi,Digital Ottoman Studies,2020-01-04,İstanbul Şehir Üniversitesi,Portre;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Samblog,mg-317,Görüntü,image/jpg,tr,http://samblog.org/yonetim-kurulu-uyemiz-mehmet-genc-tuba-akademi-seref-uyesi-secildi/,,https://digitalottomans.github.io/demo/item.html?id=317,mg-317.jpg
Yeni Şafak Gazetesi Tevazuyu Hakikati Ararken Öğrendim Başlıklı Röportajı,Digital Ottoman Studies,2012-05-27,Tevazuyu Hakikati Ararken Öğrendim ,Röportaj,İstanbul,41.1292562,28.88335172,Yeni Şafak Gazetesi,mg-318,Görüntü,image/jpg,tr,https://www.yenisafak.com/yenisafakpazar/tevazuyu-hakikati-ararken-ogrendim-385430,,https://digitalottomans.github.io/demo/item.html?id=318,mg-318.jpg
Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Digital Ottoman Studies,2021-03-19,Osmanlı Kapitalizm İlişkisi,Söyleşi,"İstanbul,Altunizade",41.025594,29.045055,Dünyabizim,mg-319,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,,https://digitalottomans.github.io/demo/item.html?id=319,mg-319.jpg
Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Digital Ottoman Studies,2021-03-19,Osmanlı Kapitalizm İlişkisi ,Söyleşi,"İstanbul,Altunizade",41.025594,29.045055,Dünyabizim,mg-320,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,,https://digitalottomans.github.io/demo/item.html?id=320,mg-320.jpg
Mehmet Genç&#39;i Anma ve Anlama Paneli,Digital Ottoman Studies,2021-05-03,Mehmet Genç&#39;i Anma ve Anlama Paneli,Panel,İstanbul,41.1292562,28.88335172,Tarihçiler Medya Youtube Kanalı,mg-321,Video,video/mp4,tr,https://www.youtube.com/watch?v=eGjmJTF7_r4&amp;t=272s,,https://digitalottomans.github.io/demo/item.html?id=321,mg-321.mp4
Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Digital Ottoman Studies,2013-08-02,Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Sempozyum,Yalova,40.6527099,29.2692093,Yalova Üniversitesi,mg-322,Görüntü,image/jpg,tr,https://www.yalova.edu.tr/tr/Page/Icerik/sempozyum-osmanli-sosyal-ve-ekonomik-tarihi,,https://digitalottomans.github.io/demo/item.html?id=322,mg-322.jpg
Marmara Kıraathanesi,Digital Ottoman Studies,,Marmara Kıraathanesi,Belgesel,İstanbul,41.1292562,28.88335172,Yedirenk Film Youtube Kanalı,mg-323,Video,video/mp4,tr,https://www.youtube.com/watch?v=wStjfRjByXI,,https://digitalottomans.github.io/demo/item.html?id=323,mg-323.mp4
İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal,"İstanbul, Altunizade",41.025594,29.045055,Kenan Yıldız Twitter Hesabı,mg-324,Görüntü,image/jpg,tr,https://twitter.com/kenaniyldz/status/1252349526708346881,,https://digitalottomans.github.io/demo/item.html?id=324,mg-324.jpg
İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal;Erol Özvar,"İstanbul,Altunizade",41.025594,29.045055,Kenan Yıldız Twitter Hesabı,mg-325,Görüntü,image/jpg,tr,https://twitter.com/kenaniyldz/status/1252349526708346881,,https://digitalottomans.github.io/demo/item.html?id=325,mg-325.jpg
İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal;Abdurrahman Atçıl,"İstanbul,Altunizade",41.025594,29.045055,Kenan Yıldız Twitter Hesabı,mg-326,Görüntü,image/jpg,tr,https://twitter.com/kenaniyldz/status/1252349526708346881,,https://digitalottomans.github.io/demo/item.html?id=326,mg-326.jpg
Mehmet Genç: Legendary Turkish Historian of Ottoman Economics,Digital Ottoman Studies,2021-03-29,Vefatının ardından Daily Sabah Gazetesinde yayınlanan Hakan Asrlanbenzer&#39;in yazısı,Vefeyat;Hakan Arslanbenzer,İstanbul,41.1292562,28.88335172,Daily Sabah,mg-327,Döküman,application/pdf,tr,https://www.dailysabah.com/arts/portrait/mehmet-genc-legendary-turkish-historian-of-ottoman-economics,,https://digitalottomans.github.io/demo/item.html?id=327,mg-327.pdf
In Memoriam: Mehmet Genç,Digital Ottoman Studies,2021,Vefatının ardından Bilig Dergisinde yayınlanan Murat Çizakça&#39;nın yazısı,Vefeyat;Murat Çizakça,İstanbul,41.1292562,28.88335172,Bilig,mg-328,Döküman,application/pdf,eng,http://bilig.yesevi.edu.tr/,,https://digitalottomans.github.io/demo/item.html?id=328,mg-328.pdf
"Giant of Ottoman Economic history, Mehmet Genc, Laid to Rest",Digital Ottoman Studies,2021-03-19,Vefatının ardından yayınlanan yazı,Vefeyat,İstanbul,41.1292562,28.88335172,TRT World,mg-329,Döküman,application/pdf,eng,https://www.trtworld.com/magazine/giant-of-ottoman-economic-history-mehmet-genc-laid-to-rest-45158,,https://digitalottomans.github.io/demo/item.html?id=329,mg-329.pdf
"Kitap Değerlendirmesi, Murathan Küçükali",Digital Ottoman Studies,2015,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında Murathan Küçükali&#39;nin değerlendirmesi,Kitap Değerlendirmesi;Murathan Küçükali,İstanbul,41.1292562,28.88335172,Ötüken,mg-330,Döküman,application/pdf,tr,https://www.otuken.com.tr/,,https://digitalottomans.github.io/demo/item.html?id=330,mg-330.pdf
"Kitap Değerlendirmesi, Anonim",Digital Ottoman Studies,2003,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında anonim bir değerlendirme,Kitap Değerlendirmesi;Fehmi Yılmaz,İstanbul,41.1292562,28.88335172,Literatür Dergisi,mg-331,Döküman,application/pdf,tr,https://www.talid.org/,,https://digitalottomans.github.io/demo/item.html?id=331,mg-331.pdf
"Kitap Değerlendirmesi, Erol Özvar",Digital Ottoman Studies,2001,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında Erol Özvar&#39;ın değerlendirmesi,Kitap Değerlendirmesi;Erol Özvar,İstanbul,41.1292562,28.88335172,Turkish Studies Association Bulletin,mg-332,Döküman,application/pdf,eng,https://turkishstudies.net/turkishstudies.jsp,,https://digitalottomans.github.io/demo/item.html?id=332,mg-332.pdf
Mehmet Genç&#39;in Osmanlı Klasik Sistemini Algılayışı,Digital Ottoman Studies,2013,Mehmet Genç&#39;in Osmanlı Klasik Sistemini Algılayışı,Kitap Bölümü;Portre;Kişiler;Edhem Eldem,İstanbul,41.1292562,28.88335172,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 173-184. ",mg-333,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=333,mg-333.jpg
Mehmet Genç: Belgeden Modele Uzanan Bir Portre,Digital Ottoman Studies,2013,Mehmet Genç: Belgeden Modele Uzanan Bir Portre,Kitap Bölümü;Portre;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 233-248.",mg-334,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=334,mg-334.jpg
"Mehmet Genç, İktisat Tarihçisi",Digital Ottoman Studies,2013,"Mehmet Genç, İktisat Tarihçisi",Kitap Bölümü;Portre;Kişiler;Ariel Salzmann,İstanbul,41.1292562,28.88335172,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 195-212",mg-335,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=335,mg-335.jpg
Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı&#39;nın Ruhu,Digital Ottoman Studies,2013,Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı&#39;nın Ruhu,Kitap Bölümü;Portre;Kişiler;Abdullah Mesud Küçükkalay,İstanbul,41.1292562,28.88335172,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 213-248.",mg-336,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=336,mg-336.jpg
Mustafa Özel ile Mehmet Genç,Digital Ottoman Studies,2021,Mustafa Özel ile Mehmet Genç,Portre;Mustafa Özel,İstanbul,41.1292562,28.88335172,Mustafa Özel Twitter Hesabı,mg-337,Görüntü,image/jpg,tr,https://twitter.com/MustafaOzelden/status/1390251939091341318?s=20,,https://digitalottomans.github.io/demo/item.html?id=337,mg-337.jpg
Kemal Karpat&#39;ı Anma Toplantısı,Digital Ottoman Studies,2019,Kemal Karpat&#39;ı Anma Toplantısı,Toplantı;Kişiler;Kemal Karpat,"İstanbul,Dragos",40.9039918,29.1542861,Büşranur Bekman,mg-338,Görüntü,image/jpeg,tr,,,https://digitalottomans.github.io/demo/item.html?id=338,mg-338.jpg
Ödül Haberi,Digital Ottoman Studies,2015-10-30,Twitterda Paylaşılan Ödül Haberi,Portre,İstanbul,41.1292562,28.88335172,Ozan Sağsöz twitter hesabı,mg-339,Görüntü,image/jpg,tr,https://twitter.com/terraincognitae/status/660056017250725888,,https://digitalottomans.github.io/demo/item.html?id=339,mg-339.jpg
Cogito Dergisinden,Digital Ottoman Studies,1999,Cogito Dergisinden,Portre,İstanbul,41.1292562,28.88335172,Halil Solak twitter hesabından,mg-340,Görüntü,image/jpg,tr,https://twitter.com/hhalilsolak/status/515254943834730498,,https://digitalottomans.github.io/demo/item.html?id=340,mg-340.jpg
Beş Şehirli Programı,Digital Ottoman Studies,2021-03-19,Haluk Dursun&#39;un düzenlediği Beş Şehirli Programının ardından bir hatıra fotoğrafı,Kitap Tanıtımı;Kişiler;Emin Işık;İrfan Çiftçi;İsmail Kara;Haluk Dursun,İstanbul,41.1292562,28.88335172,Mehmet Yalçın Yılmaz twitter hesabından,mg-341,Görüntü,image/jpg,tr,https://twitter.com/myalcinyilmaz/status/1372683142025388034/photo/1,,https://digitalottomans.github.io/demo/item.html?id=341,mg-341.jpg
Vefat Haberi,Digital Ottoman Studies,2021-03-19,Twitterda Paylaşılan Vefat Haberi,Portre,İstanbul,41.1292562,28.88335172,Mustafa Enesoğlu twitter hesabından,mg-342,Görüntü,image/jpg,tr,https://twitter.com/mustafaenesoglu/status/1372817262474883073,,https://digitalottomans.github.io/demo/item.html?id=342,mg-342.jpg
Türk Tarihi ve Tarihçiliği Konferansı,Digital Ottoman Studies,2017-11-10,Okçular Vakfında gerçekleştirilen &quot;Türk Tarihi ve Tarihçiliği&quot; Konferansı,Konferans;Kişiler;Erol Özvar;Okçular Vakfı,İstanbul,41.1292562,28.88335172,Okçular Vakfı twitter hesabından,mg-343,Görüntü,image/jpg,tr,https://twitter.com/OkcularVakfi/status/929090243936079872,,https://digitalottomans.github.io/demo/item.html?id=343,mg-343.jpg
Türk Tarihi ve Tarihçiliği Konferansı,Digital Ottoman Studies,2017-11-10,Okçular Vakfında gerçekleştirilen &quot;Türk Tarihi ve Tarihçiliği&quot; Konferansı,Konferans;Okçular Vakfı,İstanbul,41.1292562,28.88335172,Okçular Vakfı twitter hesabından,mg-344,Görüntü,image/jpg,tr,https://twitter.com/OkcularVakfi/status/929090243936079872,,https://digitalottomans.github.io/demo/item.html?id=344,mg-344.jpg
Mehmet Genç ve Nuri Pakdil ,Digital Ottoman Studies,,Mehmet Genç ve Nuri Pakdil,Toplantı;Kişiler;Nuri Pakdil;Arif Bilgin,,,,Arif Bilgin,mg-345,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=345,mg-345.jpg
Avrasya Bir Vakfı Mehmet Genç Konferansı,Digital Ottoman Studies,2018-12-22,Avrasya Bir Vakfı Mehmet Genç Konferansı,Konferans;Tarihçililk;Osmanlı Tarihçiliği;Kişiler;Hakan Sağlam,"İstanbul,Küçükçekmece",40.989783,28.7710722,Avrasya Bir Vakfı Youtube Kanalı,mg-346,Video,video/mp4,tr,https://www.youtube.com/watch?v=fzMn9O6jIKs,,https://digitalottomans.github.io/demo/item.html?id=346,mg-346.mp4
Bir Alimin Portresi - Selçuk Çiçek ile Asıl Mesele Programı,Digital Ottoman Studies,2021-03-22,Bir Alimin Portresi - Selçuk Çiçek ile Asıl Mesele Programı,Tv Programı;Vefeyat;Kişiler;İhsan Ayal;Selçuk Çiçek,,,,Camia TV Youtube Kanalı,mg-347,Video,video/mp4,tr,https://www.youtube.com/watch?v=G7tmXRpCASk,,https://digitalottomans.github.io/demo/item.html?id=347,mg-347.mp4
Türkiye&#39;de Yükseköğretim - İSAR Kapanış Konuşması,Digital Ottoman Studies,2019-02-05,Türkiye&#39;de Yükseköğretim - İSAR Kapanış Konuşması,Konuşma;Tarihçilik;Kişiler;Erol Özvar;İSAR,"İstanbul,Üsküdar,İSAR",41.0242667,29.0246966,Akademik Çalışmalar Youtube Kanalı,mg-348,Video,video/mp4,tr,https://www.youtube.com/watch?v=lMSPLFoV4fU,,https://digitalottomans.github.io/demo/item.html?id=348,mg-348.mp4
Mehmet Genç için,Digital Ottoman Studies,2021,Vefatının ardından Dergâh Dergisinde yayınlanan İdris Bostan&#39;ın yazısı,Vefeyat;İdris Bostan,İstanbul ,41.1292562,28.88335172,Dergah Dergisi,mg-349,Döküman,application/pdf,tr,https://www.dergah.com.tr/dergi/dergah-dergisi,,https://digitalottomans.github.io/demo/item.html?id=349,mg-349.pdf
Mehmet Genç öğrencileriyle,Digital Ottoman Studies,2021-04-04,Mehmet Genç öğrencileriyle,Portre;Kişiler;Muhammed Esat Altıntaş,İstanbul,41.1292562,28.88335172,Muhammed Esat Altıntaş Twitter Hesabı,mg-350,Görüntü,image/jpg,,https://twitter.com/altintasme/status/1378704359748423681/photo/1,,https://digitalottomans.github.io/demo/item.html?id=350,mg-350.jpg
Derin Tarih Programında,Digital Ottoman Studies,2021-03-21,Mehmet Genç Derin Tarih Programında,TV Programı;Kişiler;Yavuz Bahadıroğlu;Mustafa Armağan,İstanbul,41.1292562,28.88335172,Mustafa Armağan Twitter Hesabı,mg-351,Görüntü,image/jpg,,https://twitter.com/mustafarmagan/status/1372649463718805506/photo/1,,https://digitalottomans.github.io/demo/item.html?id=351,mg-351.jpg
Mehmet Genç,Digital Ottoman Studies,2021-03-19,Mehmet Genç,Portre,,,,Yasin Aktay Twitter Hesabı,mg-352,Görüntü,image/jpg,,https://twitter.com/yaktay/status/1372671093681631235,,https://digitalottomans.github.io/demo/item.html?id=352,mg-352.jpg
Mehmet Genç ile Yasin Aktay,Digital Ottoman Studies,2021-03-19,Mehmet Genç ile Yasin Aktay,Portre;Kişiler;Yasin Aktay,,,,Yasin Aktay Twitter Hesabı,mg-353,Görüntü,image/jpg,,https://twitter.com/yaktay/status/1372671093681631235,,https://digitalottomans.github.io/demo/item.html?id=353,mg-353.jpg
Mehmet Genç İlim Yayma Cemiyeti&#39;nde,Digital Ottoman Studies,2021-03-18,Mehmet Genç İlim Yayma Cemiyeti&#39;nde,Portre;İlim Yayma Cemiyeti,İstanbul,41.1292562,28.88335172,İlim Yayma Cemiyeti Vakfı Twitter Hesabı,mg-354,Görüntü,image/jpg,,https://twitter.com/iycgenelmerkez/status/1372647761229836288,,https://digitalottomans.github.io/demo/item.html?id=354,mg-354.jpg
Taşköprülüzade&#39;nin Dünyası Sempozyumu,Digital Ottoman Studies,2021-03-18,Taşköprülüzade&#39;nin Dünyası Sempozyumu,Sempozyum;16.yy;Kişiler;İhsan Fazlıoğlu,İstanbul,41.1292562,28.88335172,İhsan Fazlıoğlu Twitter Hesabı,mg-355,Görüntü,image/jpg,,https://twitter.com/ihsanfazlioglu/status/1372633025943572486,,https://digitalottomans.github.io/demo/item.html?id=355,mg-355.jpg
Mehmet Genç,Digital Ottoman Studies,2021-03-18,Mehmet Genç,Portre,İstanbul,41.1292562,28.88335172,Derin Tarih Dergisi Twitter Hesabı,mg-356,Görüntü,image/jpg,,https://twitter.com/derintarih/status/1372652474352406541,,https://digitalottomans.github.io/demo/item.html?id=356,mg-356.jpg
Mehmet Genç,Digital Ottoman Studies,2021-03-19,Mehmet Genç,Portre,İstanbul,41.1292562,28.88335172,Türk Ocakları Twitter Hesabı ,mg-357,Görüntü,image/jpg,,https://twitter.com/turkocaklari/status/1372661278993440770,,https://digitalottomans.github.io/demo/item.html?id=357,mg-357.jpg
Mehmet Genç ,Digital Ottoman Studies,2021-03-19,Mehmet Genç Esenler Belediyesi&#39;nde,Esenler Belediyesi,"İstanbul,Esenler",41.05210582,28.86376992,Mehmet Tevfik Göksu Twitter Hesabı,mg-358,Görüntü,image/jpg,,https://twitter.com/mt_goksu/status/1372824882237612033,,https://digitalottomans.github.io/demo/item.html?id=358,mg-358.jpg
Mehmet Genç Meçnikov Üniversitesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Meçnikov Üniversitesi&#39;nde bir belgenin fotoğrafını alırken,Portre;Meçnikov Üniversitesi;Odessa;Kahraman Şakul,"Ukrayna,Odessa",46.48742097,30.73066681,Kahraman Şakul Twitter Hesabı,mg-359,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354370541162497,,https://digitalottomans.github.io/demo/item.html?id=359,mg-359.jpg
Mehmet Genç Meçnikov Üniversitesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Mehmet Genç Meçnikov Üniversitesi&#39;nde,Kişiler;Mehmet İpşirli;Feridun Emecen;Olaksandr Sereda;Vyaçeslav Kuşnir;Kahraman Şakul,"Ukrayna,Odessa",46.48742097,30.73066681,Kahraman Şakul Twitter Hesabı,mg-360,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354370541162497,,https://digitalottomans.github.io/demo/item.html?id=360,mg-360.jpg
Mehmet Genç Potemkin Merdivenleri&#39;nde,Digital Ottoman Studies,2013-04-17/19,Mehmet Genç Potemkin Merdivenleri&#39;nde,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa",46.48988585,30.74258008,Kahraman Şakul Twitter Hesabı,mg-361,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354380594970626,,https://digitalottomans.github.io/demo/item.html?id=361,mg-361.jpg
Akkerman Kalesi Yolunda,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi Yolunda,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-362,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354397879664642,,https://digitalottomans.github.io/demo/item.html?id=362,mg-362.jpg
Akkerman Kalesi Yolunda,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi Yolunda,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-363,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354397879664642,,https://digitalottomans.github.io/demo/item.html?id=363,mg-363.jpg
Akkerman Kalesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi&#39;nde ,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-364,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354410139607042,,https://digitalottomans.github.io/demo/item.html?id=364,mg-364.jpg
Akkerman Kalesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi&#39;nde ,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-365,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354410139607042,,https://digitalottomans.github.io/demo/item.html?id=365,mg-365.jpg
Akkerman Kalesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi&#39;nde ,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-366,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354410139607042,,https://digitalottomans.github.io/demo/item.html?id=366,mg-366.jpg
Akkerman Kalesi&#39;nde,Digital Ottoman Studies,2013-04-17/19,Akkerman Kalesi&#39;nde ,Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Ukrayna,Odessa;Akkerman",46.20060842,30.35039763,Kahraman Şakul Twitter Hesabı,mg-367,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354410139607042,,https://digitalottomans.github.io/demo/item.html?id=367,mg-367.jpg
Engin Deniz Akarlı’nın Gözünden Mehmet Genç,Digital Ottoman Studies,2021-05-06,"17 Nisan 2021 tarihinde, BİSAV bünyesinde gerçekleştirilen ihtifalde sunulmak üzere",Anma Programı;Engin Deniz Akarlı,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,Bilim ve Sanat Vakfı,mg-368,Döküman,application/pdf,,https://blog.bisav.org.tr/2021/05/06/engin-deniz-akarlinin-gozunden-mehmet-genc/,,https://digitalottomans.github.io/demo/item.html?id=368,mg-368.pdf
Mehmet Genç Hocadan Bana Kalan,Digital Ottoman Studies,2021-03-19,Erol Göka tarafından şahsi bloğunda yayınlanan yazı,Vefeyat;Erol Göka,,,,Erol Göka Blog Sayfası,mg-369,Döküman,application/pdf,,http://www.erolgoka.net/mehmet-genc-hocadan-bana-kalan/,,https://digitalottomans.github.io/demo/item.html?id=369,mg-369.pdf
Kalanlardan Mehmet Genç,Digital Ottoman Studies,2021-03-21,Abdülhamit Kırmızı tarafından Serbestite&#39;te yayınlanan anma yazısı,Vefeyat;Abdulhamit Kırmızı,,,,Serbestiyet,mg-370,Döküman,application/pdf,,https://serbestiyet.com/haberler/kalanlardan-mehmet-genc-54577/,,https://digitalottomans.github.io/demo/item.html?id=370,mg-370.pdf
Tarihçiye saygı,Digital Ottoman Studies,2015-12-11,Taha Akyol tarafından Hürriyet Gazetesinde yayınlanan portre yazısı,Portre;Taha Akyol,,,,Hürriyet Gazetesi,mg-371,Döküman,application/pdf,,https://www.hurriyet.com.tr/yazarlar/taha-akyol/tarihciye-saygi-40025557,,https://digitalottomans.github.io/demo/item.html?id=371,mg-371.pdf
Kaotik Bilgiden Senkronik Bilgiye Bir İktisat Tarihi Teorisyeni: Mehmet Genç,Digital Ottoman Studies,2007-01,Abdullah Mesut Küçükalay tarafından Disiplinlerarası Çalışmalar Dergisi&#39;nde yayınlanan yazı,Hakkında;Abdullah Mesut Küçükalay,,,,Disiplinlerarası Çalışmalar Dergisi,mg-372,Döküman,application/pdf,,https://dergipark.org.tr/tr/pub/divan/issue/25951/273418,,https://digitalottomans.github.io/demo/item.html?id=372,mg-372.pdf
Fariza-i Haccı eda eden bir karınca,Digital Ottoman Studies,2021-03-23,Şükrü Hanioğlu&#39;nun Karar&#39;da yayınlanan yazısı,Vefeyat;Şükrü Hanioğlu,,,,Karar Gazetesi,mg-373,Döküman,application/pdf,,https://www.karar.com/fariza-i-hacci-eda-eden-bir-karinca-1610006,,https://digitalottomans.github.io/demo/item.html?id=373,mg-373.pdf
Odessa&#39;da bir Osmamlı mezar taşının fotoğrafını alırken,Digital Ottoman Studies,2013-04-17/19,Odessa&#39;da bir Osmamlı mezar taşının fotoğrafını alırken,Gezi;Kişiler;Mehmet İpşirli,"Moldova,Bender",46.83734099,29.48735492,Kahraman Şakul Twitter Hesabı,mg-374,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354423284547585,,https://digitalottomans.github.io/demo/item.html?id=374,mg-374.jpg
